FlightMode:,T:,P:,Sample:
Standby,27.200500,100895.447586,821
Standby,27.204185,100896.483933,822
Standby,27.203242,100896.862115,823
Standby,27.204447,100894.085824,824
Standby,27.206683,100896.311800,825
Standby,27.206561,100896.523623,826
Standby,27.202456,100897.179923,827
Standby,27.191820,100897.084800,828
Standby,27.196815,100895.703558,829
Standby,27.188258,100893.666836,830
Standby,27.195436,100896.366419,831
Standby,27.197898,100895.245133,832
Standby,27.200762,100899.638778,833
Standby,27.191820,100895.489362,834
Standby,27.198457,100895.993078,835
Standby,27.197095,100896.755599,836
Standby,27.191349,100894.346254,837
Standby,27.191681,100896.415195,838
Standby,27.195034,100896.132469,839
Standby,27.193934,100894.592651,840
Standby,27.190825,100894.148623,841
Standby,27.196396,100896.135770,842
Standby,27.194475,100893.103038,843
Standby,27.195505,100895.488682,844
Standby,27.194056,100893.790520,845
Standby,27.196309,100893.866539,846
Standby,27.195872,100894.167187,847
Standby,27.197322,100893.615760,848
Standby,27.192851,100893.327994,849
Standby,27.199662,100896.136518,850
Standby,27.196641,100895.935499,851
Standby,27.201042,100895.058823,852
Standby,27.202596,100896.764620,853
Standby,27.198265,100895.423362,854
Standby,27.203592,100892.441443,855
Standby,27.199784,100893.707003,856
Standby,27.203103,100896.383952,857
Standby,27.203836,100897.075462,858
Standby,27.205356,100897.305569,859
Standby,27.208359,100897.215456,860
Standby,27.207556,100896.268905,861
Standby,27.202911,100895.606819,862
Standby,27.207294,100897.582098,863
Standby,27.208237,100898.958954,864
Standby,27.211730,100896.920641,865
Standby,27.206927,100896.909266,866
Standby,27.204570,100897.112826,867
Standby,27.209669,100898.451444,868
Standby,27.212603,100896.000213,869
Standby,27.207818,100895.913006,870
Standby,27.209687,100895.998306,871
Standby,27.205460,100899.211813,872
Standby,27.208814,100897.636699,873
Standby,27.205530,100898.318101,874
Standby,27.209215,100898.109976,875
Standby,27.214961,100897.615512,876
Standby,27.213861,100898.500827,877
Standby,27.212761,100898.476698,878
Standby,27.213774,100897.236685,879
Standby,27.211521,100899.490126,880
Standby,27.211014,100897.796647,881
Standby,27.216219,100898.887590,882
Standby,27.211259,100897.835692,883
Standby,27.216044,100900.539555,884
Standby,27.212848,100897.906002,885
Standby,27.209565,100898.332143,886
Standby,27.214175,100898.396036,887
Standby,27.211538,100897.340123,888
Standby,27.210979,100898.299351,889
Standby,27.213005,100898.994396,890
Standby,27.209320,100901.659597,891
Standby,27.212254,100898.506364,892
Standby,27.207486,100898.183734,893
Standby,27.210316,100899.266914,894
Standby,27.210874,100899.376676,895
Standby,27.205967,100896.565554,896
Standby,27.212499,100899.040017,897
Standby,27.213774,100899.709729,898
Standby,27.213057,100899.947532,899
Standby,27.203574,100897.032487,900
Standby,27.203557,100897.602931,901
Standby,27.204640,100895.884066,902
Standby,27.204500,100898.022491,903
Standby,27.209320,100899.840729,904
Standby,27.208499,100895.842850,905
Standby,27.207748,100897.109865,906
Standby,27.197025,100896.420793,907
Standby,27.201967,100899.510994,908
Standby,27.201531,100896.540928,909
Standby,27.199592,100894.333884,910
Standby,27.198038,100896.042382,911
Standby,27.203662,100894.307909,912
Standby,27.202509,100896.537565,913
Standby,27.202107,100894.756006,914
Standby,27.204674,100897.918184,915
Standby,27.202142,100895.019139,916
Standby,27.202456,100893.797520,917
Standby,27.205338,100894.637184,918
Standby,27.200605,100893.668280,919
Standby,27.207626,100896.045296,920
Standby,27.209722,100897.505931,921
Standby,27.209268,100895.664697,922
Standby,27.209792,100896.277157,923
Standby,27.210717,100897.841546,924
Standby,27.212499,100896.854171,925
Standby,27.216725,100898.379265,926
Standby,27.211940,100898.834525,927
Standby,27.212865,100895.500713,928
Standby,27.213180,100898.810310,929
Standby,27.213512,100894.385614,930
Standby,27.212359,100896.727013,931
Standby,27.214297,100895.136779,932
Standby,27.216725,100897.549594,933
Standby,27.215066,100895.022438,934
Standby,27.214228,100896.158148,935
Standby,27.220375,100899.902368,936
Standby,27.218384,100897.396280,937
Standby,27.216096,100898.525031,938
Standby,27.216673,100899.723673,939
Standby,27.222401,100898.682765,940
Standby,27.221336,100897.709178,941
Standby,27.220148,100897.936656,942
Standby,27.225283,100898.581060,943
Standby,27.227274,100898.087528,944
Standby,27.223554,100898.846314,945
Standby,27.221737,100895.900843,946
Standby,27.218873,100895.144896,947
Standby,27.218279,100897.851367,948
Standby,27.223257,100898.939083,949
Standby,27.226732,100899.353879,950
Standby,27.219921,100896.880401,951
Standby,27.225842,100897.988773,952
Standby,27.229020,100898.320816,953
Standby,27.224933,100898.614179,954
Standby,27.223554,100900.346126,955
Standby,27.226855,100898.615512,956
Standby,27.225929,100898.231792,957
Standby,27.230994,100898.381792,958
Standby,27.228496,100896.751002,959
Standby,27.227116,100897.142705,960
Standby,27.229369,100896.644264,961
Standby,27.225440,100897.148510,962
Standby,27.226889,100898.607413,963
Standby,27.221755,100897.532220,964
Standby,27.223292,100899.680891,965
Standby,27.217651,100896.337789,966
Standby,27.220393,100896.029149,967
Standby,27.218122,100895.789692,968
Standby,27.222768,100896.052843,969
Standby,27.218611,100896.968692,970
Standby,27.223257,100897.423317,971
Standby,27.225265,100898.258021,972
Standby,27.228391,100900.157887,973
Standby,27.225527,100896.912864,974
Standby,27.222157,100895.851527,975
Standby,27.224060,100898.688997,976
Standby,27.221179,100894.530616,977
Standby,27.226889,100897.889413,978
Standby,27.223606,100894.677774,979
Standby,27.224654,100894.658187,980
Standby,27.226435,100896.766119,981
Standby,27.228601,100896.583105,982
Standby,27.226278,100897.097741,983
Standby,27.229946,100899.326805,984
Standby,27.224462,100895.907368,985
Standby,27.222261,100893.689209,986
Standby,27.223431,100895.994702,987
Standby,27.223851,100896.791023,988
Standby,27.219275,100893.895005,989
Standby,27.220480,100895.362712,990
Standby,27.222960,100896.431119,991
Standby,27.226208,100896.587406,992
Standby,27.214926,100897.495969,993
Standby,27.212551,100899.769781,994
Standby,27.213948,100897.914176,995
Standby,27.204779,100898.149169,996
Standby,27.192571,100897.907868,997
Standby,27.188100,100898.050807,998
Standby,27.185463,100895.957862,999
Standby,27.184503,100897.496735,1000
Standby,27.186598,100897.888424,1001
Standby,27.179787,100897.664404,1002
Standby,27.173779,100897.270090,1003
Standby,27.172993,100895.609589,1004
Standby,27.160768,100897.517741,1005
Standby,27.151232,100894.766248,1006
Standby,27.158113,100896.282391,1007
Standby,27.151983,100896.897423,1008
Standby,27.146639,100894.993180,1009
Standby,27.148682,100896.011239,1010
Standby,27.147093,100894.760326,1011
Standby,27.148717,100895.061921,1012
Standby,27.144561,100900.300532,1013
Standby,27.144299,100898.678217,1014
Standby,27.137243,100896.356968,1015
Standby,27.140806,100896.711862,1016
Standby,27.142535,100896.973234,1017
Standby,27.143460,100899.127723,1018
Standby,27.146010,100896.351300,1019
Standby,27.141050,100895.442798,1020
Standby,27.140125,100897.850787,1021
Standby,27.146761,100897.174322,1022
Standby,27.145975,100897.731340,1023
Standby,27.148438,100896.658161,1024
Standby,27.148333,100897.671527,1025
Standby,27.148036,100898.705482,1026
Standby,27.145521,100896.703915,1027
Standby,27.145993,100897.448118,1028
Standby,27.146971,100898.752951,1029
Standby,27.145696,100899.455192,1030
Standby,27.141714,100897.299047,1031
Standby,27.145609,100900.153424,1032
Standby,27.146010,100899.254721,1033
Standby,27.142482,100896.323337,1034
Standby,27.144456,100897.325686,1035
Standby,27.148246,100897.859269,1036
Standby,27.146866,100896.894793,1037
Standby,27.148700,100895.775874,1038
Standby,27.150464,100897.672299,1039
Standby,27.144648,100894.688835,1040
Standby,27.147198,100896.235614,1041
Standby,27.144648,100894.800505,1042
Standby,27.142989,100896.660623,1043
Standby,27.140893,100898.231061,1044
Standby,27.135147,100895.773789,1045
Standby,27.142744,100897.754212,1046
Standby,27.144369,100897.672954,1047
Standby,27.146709,100897.752792,1048
Standby,27.139880,100897.061955,1049
Standby,27.133785,100897.716602,1050
Standby,27.137208,100897.306263,1051
Standby,27.133558,100895.799084,1052
Standby,27.131479,100895.762214,1053
Standby,27.135950,100898.092173,1054
Standby,27.132143,100897.730101,1055
Standby,27.131183,100897.178986,1056
Standby,27.131375,100896.919114,1057
Standby,27.129244,100896.056879,1058
Standby,27.125314,100896.273478,1059
Standby,27.129314,100898.672822,1060
Standby,27.131427,100898.270901,1061
Standby,27.130501,100898.525262,1062
Standby,27.130519,100899.039666,1063
Standby,27.118922,100894.739613,1064
Standby,27.126100,100897.614811,1065
Standby,27.121228,100896.518502,1066
Standby,27.114172,100895.600987,1067
Standby,27.121507,100897.538495,1068
Standby,27.115534,100899.177614,1069
Standby,27.114923,100898.338198,1070
Standby,27.119900,100898.883848,1071
Standby,27.115499,100896.457941,1072
Standby,27.117735,100897.678750,1073
Standby,27.123166,100899.507005,1074
Standby,27.123201,100899.530816,1075
Standby,27.116128,100897.987214,1076
Standby,27.109823,100896.807927,1077
Standby,27.111796,100898.001696,1078
Standby,27.114172,100899.461323,1079
Standby,27.105946,100898.822793,1080
Standby,27.107622,100896.631835,1081
Standby,27.110259,100898.134444,1082
Standby,27.107430,100898.773976,1083
Standby,27.106120,100897.410500,1084
Standby,27.106854,100898.516685,1085
Standby,27.105561,100896.806207,1086
Standby,27.106033,100898.778635,1087
Standby,27.108496,100898.551087,1088
Standby,27.104793,100897.398976,1089
Standby,27.109666,100901.605913,1090
Standby,27.103815,100898.040296,1091
Standby,27.105160,100897.529353,1092
Standby,27.109299,100898.763753,1093
Standby,27.107238,100898.922169,1094
Standby,27.109264,100897.910457,1095
Standby,27.105247,100899.798163,1096
Standby,27.101614,100897.896090,1097
Standby,27.108129,100898.468565,1098
Standby,27.104566,100897.969999,1099
Standby,27.101789,100898.876519,1100
Standby,27.099396,100898.497662,1101
Standby,27.103588,100900.908327,1102
Standby,27.104688,100901.251611,1103
Standby,27.102627,100898.124011,1104
Standby,27.094785,100896.535049,1105
Standby,27.097004,100899.139682,1106
Standby,27.100636,100899.303066,1107
Standby,27.100112,100897.749554,1108
Standby,27.094384,100898.837338,1109
Standby,27.095170,100896.796965,1110
Standby,27.099780,100897.499426,1111
Standby,27.091747,100895.085633,1112
Standby,27.089721,100895.475194,1113
Standby,27.090664,100897.442010,1114
Standby,27.093214,100898.574043,1115
Standby,27.086542,100899.640958,1116
Standby,27.088655,100900.515248,1117
Standby,27.086210,100897.620284,1118
Standby,27.082106,100898.818225,1119
Standby,27.084184,100900.609800,1120
Standby,27.084079,100899.038992,1121
Standby,27.084149,100899.597039,1122
Standby,27.085302,100899.968069,1123
Standby,27.084656,100899.535547,1124
Standby,27.085442,100900.286623,1125
Standby,27.080324,100900.108148,1126
Standby,27.083154,100899.644198,1127
Standby,27.079329,100898.687841,1128
Standby,27.080272,100900.144210,1129
Standby,27.076988,100899.676536,1130
Standby,27.079940,100899.080599,1131
Standby,27.078141,100898.181348,1132
Standby,27.079207,100900.383002,1133
Standby,27.080499,100900.179349,1134
Standby,27.074369,100899.390098,1135
Standby,27.073915,100900.372550,1136
Standby,27.076255,100901.377691,1137
Standby,27.076744,100901.392029,1138
Standby,27.065095,100898.850434,1139
Standby,27.071260,100898.818162,1140
Standby,27.067505,100898.068912,1141
Standby,27.068553,100898.081409,1142
Standby,27.062248,100898.847836,1143
Standby,27.063226,100897.967364,1144
Standby,27.066020,100901.164155,1145
Standby,27.060641,100899.602770,1146
Standby,27.058283,100898.625602,1147
Standby,27.064239,100901.050383,1148
Standby,27.059296,100897.513751,1149
Standby,27.055856,100896.675727,1150
Standby,27.062877,100901.222334,1151
Standby,27.061165,100899.242172,1152
Standby,27.059593,100898.346162,1153
Standby,27.060047,100900.505895,1154
Standby,27.057986,100899.850735,1155
Standby,27.056240,100899.298219,1156
Standby,27.053341,100898.358715,1157
Standby,27.056869,100901.066595,1158
Standby,27.053899,100901.833939,1159
Standby,27.047402,100901.408594,1160
Standby,27.050075,100901.084853,1161
Standby,27.047420,100900.168456,1162
Standby,27.052083,100901.871782,1163
Standby,27.048415,100899.993742,1164
Standby,27.052345,100902.504928,1165
Standby,27.044503,100900.580713,1166
Standby,27.044730,100899.611040,1167
Standby,27.043438,100900.516407,1168
Standby,27.040643,100900.653122,1169
Standby,27.046634,100901.506802,1170
Standby,27.045254,100898.883624,1171
Standby,27.044066,100899.780678,1172
Standby,27.043700,100901.197391,1173
Standby,27.046302,100899.135390,1174
Standby,27.053690,100902.727814,1175
Standby,27.047175,100905.281099,1176
Standby,27.047018,100903.427471,1177
Standby,27.049254,100902.447246,1178
Standby,27.047856,100903.201441,1179
Standby,27.042582,100902.524842,1180
Standby,27.041883,100905.222570,1181
Standby,27.044835,100903.669847,1182
Standby,27.036574,100903.357820,1183
Standby,27.039735,100905.743924,1184
Standby,27.035875,100903.567431,1185
Standby,27.037098,100902.359288,1186
Standby,27.042006,100903.463749,1187
Standby,27.043839,100906.284820,1188
Standby,27.039875,100903.989041,1189
Standby,27.043490,100905.089745,1190
Standby,27.031596,100904.135562,1191
Standby,27.038670,100903.558343,1192
Standby,27.039630,100903.902115,1193
Standby,27.040888,100904.823087,1194
Standby,27.030339,100904.219387,1195
Standby,27.031369,100902.346016,1196
Standby,27.030810,100905.122966,1197
Standby,27.038617,100907.326539,1198
Standby,27.032225,100904.867180,1199
Standby,27.026636,100904.582266,1200
Standby,27.024296,100903.178372,1201
Standby,27.017135,100902.922443,1202
Standby,27.023754,100905.480742,1203
Standby,27.025431,100901.376460,1204
Standby,27.025326,100902.899916,1205
Standby,27.023300,100903.209507,1206
Standby,27.023143,100902.424538,1207
Standby,27.017170,100901.271651,1208
Standby,27.022567,100902.326726,1209
Standby,27.018794,100902.960936,1210
Standby,27.011633,100903.071786,1211
Standby,27.013415,100902.563659,1212
Standby,27.019353,100903.565178,1213
Standby,27.017170,100903.775579,1214
Standby,27.022479,100903.917898,1215
Standby,27.022182,100903.548050,1216
Standby,27.014340,100900.937910,1217
Standby,27.017030,100900.458726,1218
Standby,27.018969,100901.501070,1219
Standby,27.016349,100903.941704,1220
Standby,27.018777,100902.669930,1221
Standby,27.012996,100902.580961,1222
Standby,27.012000,100904.557792,1223
Standby,27.010550,100903.083253,1224
Standby,27.009992,100903.707041,1225
Standby,27.007878,100903.008140,1226
Standby,27.011354,100903.024842,1227
Standby,27.014253,100902.895870,1228
Standby,27.017048,100903.285555,1229
Standby,27.016192,100903.906327,1230
Standby,27.013083,100902.999326,1231
Standby,27.016366,100902.111550,1232
Standby,27.014463,100901.172755,1233
Standby,27.016506,100902.015407,1234
Standby,27.021484,100903.677901,1235
Standby,27.014236,100901.919081,1236
Standby,27.021501,100900.858906,1237
Standby,27.014620,100901.638741,1238
Standby,27.020244,100901.357391,1239
Standby,27.019301,100900.826165,1240
Standby,27.017886,100901.257372,1241
Standby,27.020366,100901.879314,1242
Standby,27.017956,100900.874379,1243
Standby,27.018881,100901.640904,1244
Standby,27.015039,100901.366261,1245
